,country,Code_x,year,mortality,increase_mort,Code_y,smoke_prev,increse_smoke,CO,CO_mean,uplift_CO,O3,O3_mean,uplift_O3,PM,PM_mean,uplift_PM,Family,Freedom,Generosity,Region,Happiness Score,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Dystopia Residual
100,Botswana,BWA,2015,62.98,,BWA,21.700000762939453,,0.131353974,0.13105505150000002,,0.0509324842001175,0.05046342304485557,,6.33406e-09,6.2915375e-09,,1.10464,0.49495,0.10461,Sub-Saharan Africa,4.332,0.99355,0.04776,0.12474,1.46181
101,Botswana,BWA,2016,61.51,-1.4699999999999989,,,,0.128225459,0.13105505150000002,-0.0031285149999999984,0.0497962242542076,0.05046342304485557,-0.0011362599459098996,5.58065e-09,6.2915375e-09,-7.534100000000002e-10,0.89186,0.44089,0.12425,Sub-Saharan Africa,3.974,1.09426,0.34752,0.10769,0.96741
102,Botswana,BWA,2017,60.59,-0.9199999999999946,,,,0.131572524,0.13105505150000002,0.0033470649999999824,0.0498730202221684,0.05046342304485557,7.679596796079935e-05,7.01077e-09,6.2915375e-09,1.4301200000000004e-09,1.22155499458313,0.505196332931519,0.0993484482169151,,3.76600003242493,1.12209415435791,0.341755509376526,0.0985831990838051,0.3779137134552
103,Botswana,BWA,2018,59.55,-1.0400000000000063,BWA,19.799999237060547,-1.9000015258789062,0.133068249,0.13105505150000002,0.0014957250000000033,0.0512519635029288,0.05046342304485557,0.0013789432807604016,6.24067e-09,6.2915375e-09,-7.701000000000001e-10,,0.557,0.042,,3.59,1.017,0.417,0.092,
104,Brazil,BRA,2015,35.4,,BRA,14.899999618530272,,0.158031449,0.15181187425,,0.0451531068087202,0.04554537927798598,,1.55842e-08,1.5024125e-08,,1.23287,0.49049,0.14574,Latin America and Caribbean,6.983,0.98124,0.69702,0.17521,3.26001
105,Brazil,BRA,2016,35.44,0.03999999999999915,,,,0.151492237,0.15181187425,-0.006539211999999989,0.0446546933115239,0.04554537927798598,-0.0004984134971963011,1.50816e-08,1.5024125e-08,-5.025999999999995e-10,1.03938,0.40425,0.15776,Latin America and Caribbean,6.952,1.08754,0.61415,0.14166,3.50733
106,Brazil,BRA,2017,34.63,-0.8099999999999952,,,,0.150314201,0.15181187425,-0.0011780359999999934,0.0462300444978108,0.04554537927798598,0.0015753511862868982,1.48531e-08,1.5024125e-08,-2.2850000000000102e-10,1.43130600452423,0.437453746795654,0.16234989464283,,6.63500022888184,1.10735321044922,0.616552352905273,0.111092761158943,2.76926708221436
107,Brazil,BRA,2018,34.44,-0.19000000000000483,BRA,13.199999809265137,-1.699999809265135,0.14740961,0.15181187425,-0.002904591000000012,0.046143672493889,0.04554537927798598,-8.637200392179467e-05,1.45776e-08,1.5024125e-08,-2.754999999999997e-10,,0.493,0.11,,6.419,0.986,0.675,0.088,
108,Brunei,BRN,2015,70.95,,BRN,16.299999237060547,,,,,,,,,,,,,,,,,,,
109,Brunei,BRN,2016,69.11,-1.8400000000000034,,,,,,,,,,,,,,,,,,,,,
110,Brunei,BRN,2017,67.51,-1.5999999999999943,,,,,,,,,,,,,,,,,,,,,
111,Brunei,BRN,2018,66.28,-1.230000000000004,BRN,16.200000762939453,-0.09999847412109375,,,,,,,,,,,,,,,,,,
112,Bulgaria,BGR,2015,20.22,,BGR,40.70000076293945,,0.1716988,0.16607312125,,0.0522069957010983,0.0528122525946145,,1.28153e-08,1.2772475e-08,,1.10614,0.30587,0.11921,Central and Eastern Europe,4.218,1.01216,0.76649,0.00872,0.89991
113,Bulgaria,BGR,2016,20.23,0.010000000000001563,,,,0.16731069,0.16607312125,-0.004388110000000001,0.0521605470273275,0.0528122525946145,-4.644867377079365e-05,1.28788e-08,1.2772475e-08,6.349999999999921e-11,0.92542,0.21219,0.12793,Central and Eastern Europe,4.217,1.11306,0.67806,0.00615,1.15377
114,Bulgaria,BGR,2017,20.23,0.0,,,,0.165929795,0.16607312125,-0.0013808950000000209,0.0533581466667285,0.0528122525946145,0.001197599639400998,1.31088e-08,1.2772475e-08,2.299999999999994e-10,1.43437945842743,0.289231717586517,0.113177694380283,,4.71400022506714,1.1614590883255,0.708217680454254,0.0110515309497714,0.996139287948608
115,Bulgaria,BGR,2018,20.49,0.259999999999998,BGR,39.400001525878906,-1.2999992370605469,0.1593532,0.16607312125,-0.006576594999999991,0.0535233209833037,0.0528122525946145,0.00016517431657520065,1.2287e-08,1.2772475e-08,-8.217999999999998e-10,,0.359,0.064,,4.933,1.054,0.712,0.009,
116,Burkina Faso,BFA,2015,32.6,,BFA,17.0,,0.17400112,0.185289181,,0.0457835292264078,0.04512669656397257,,4.72109e-08,4.333955e-08,,0.85188,0.39493,0.21747,Sub-Saharan Africa,3.587,0.25812,0.27125,0.12832,1.46494
117,Burkina Faso,BFA,2016,32.54,-0.060000000000002274,,,,0.187758841,0.185289181,0.013757721,0.0442443768712963,0.04512669656397257,-0.0015391523551114977,4.4537e-08,4.333955e-08,-2.6739000000000025e-09,0.63054,0.3337,0.24353,Sub-Saharan Africa,3.739,0.31995,0.21297,0.12533,1.87319
118,Burkina Faso,BFA,2017,32.57,0.030000000000001137,,,,0.191856294,0.185289181,0.004097453000000001,0.0449751919386411,0.04512669656397257,0.0007308150673447991,4.28178e-08,4.333955e-08,-1.7191999999999946e-09,1.04328000545502,0.324367851018906,0.250864684581757,,4.03200006484985,0.3502277135849,0.215844258666039,0.120328105986118,1.72721290588379
119,Burkina Faso,BFA,2018,32.36,-0.21000000000000085,BFA,14.899999618530272,-2.1000003814697283,0.187540469,0.185289181,-0.004315825000000023,0.0455036882195451,0.04512669656397257,0.0005284962809039978,3.87925e-08,4.333955e-08,-4.025300000000001e-09,,0.312,0.175,,4.424,0.314,0.254,0.128,
120,Burundi,BDI,2015,63.19,,BDI,13.899999618530272,,0.450095609,0.43019440124999997,,0.0447784634433258,0.045276051068664905,,4.898e-08,4.69927e-08,,0.41587,0.1185,0.19727,Sub-Saharan Africa,2.905,0.0153,0.22396,0.10062,1.83302
121,Burundi,BDI,2016,61.93,-1.259999999999998,,,,0.438533097,0.43019440124999997,-0.011562512000000025,0.0475176720809499,0.045276051068664905,0.002739208637624106,4.8839e-08,4.69927e-08,-1.4100000000000106e-10,0.23442,0.0432,0.2029,Sub-Saharan Africa,2.905,0.06831,0.15747,0.09419,2.10404
122,Burundi,BDI,2017,61.3,-0.6300000000000026,,,,0.398697749,0.43019440124999997,-0.03983534799999999,0.0447103926264066,0.045276051068664905,-0.0028072794545433016,4.41002e-08,4.69927e-08,-4.738799999999996e-09,0.629793584346771,0.0599007532000542,0.204435184597969,,2.90499997138977,0.091622568666935,0.151610791683197,0.0841479450464249,1.68302416801453
123,Burundi,BDI,2018,61.48,0.17999999999999972,BDI,12.199999809265137,-1.699999809265135,0.43345115,0.43019440124999997,0.03475340100000002,0.0440976761239773,0.045276051068664905,-0.0006127165024292988,4.60516e-08,4.69927e-08,1.9513999999999972e-09,,0.065,0.149,,2.905,0.091,0.145,0.076,
124,Cambodia,KHM,2015,55.75,,KHM,25.200000762939453,,0.259005801,0.23977398425,,0.0497918536435443,0.04970480278906037,,2.8589e-08,2.714585e-08,,0.62736,0.66246,0.40359,Southeastern Asia,3.819,0.46038,0.61114,0.07247,0.98195
125,Cambodia,KHM,2016,55.18,-0.5700000000000003,,,,0.261615746,0.23977398425,0.0026099450000000024,0.0497844504865067,0.04970480278906037,-7.403157037601249e-06,3.02354e-08,2.714585e-08,1.646400000000002e-09,0.5375,0.58852,0.40339,Southeastern Asia,3.907,0.55604,0.42494,0.08092,1.31573
126,Cambodia,KHM,2017,54.72,-0.46000000000000085,,,,0.210843224,0.23977398425,-0.05077252199999999,0.048311075723414,0.04970480278906037,-0.0014733747630926997,2.25619e-08,2.714585e-08,-7.673500000000003e-09,1.00623834133148,0.633375823497772,0.385922968387604,,4.16800022125244,0.601765096187592,0.429783403873444,0.0681059509515762,1.04294109344482
127,Cambodia,KHM,2018,54.23,-0.490000000000002,KHM,21.899999618530277,-3.300001144409176,0.227631166,0.23977398425,0.016787942,0.0509318313027765,0.04970480278906037,0.002620755579362505,2.71971e-08,2.714585e-08,4.635200000000002e-09,,0.696,0.256,,4.433,0.549,0.457,0.065,
128,Cameroon,CMR,2015,44.87,,CMR,8.399999618530273,,0.251077255,0.26124888275,,0.0448763984119142,0.04524510890299047,,4.36186e-08,4.269805e-08,,0.88767,0.49309,0.20618,Sub-Saharan Africa,4.252,0.4225,0.23402,0.05786,1.95071
129,Cameroon,CMR,2016,43.34,-1.529999999999994,,,,0.271173313,0.26124888275,0.020096058000000028,0.0447199424082396,0.04524510890299047,-0.00015645600367460155,4.37569e-08,4.269805e-08,1.3830000000000065e-10,0.62542,0.42736,0.2268,Sub-Saharan Africa,4.513,0.52497,0.12698,0.06126,2.5198
130,Cameroon,CMR,2017,42.1,-1.240000000000002,,,,0.262880695,0.26124888275,-0.00829261800000003,0.0455564661130504,0.04524510890299047,0.0008365237048107987,4.3747e-08,4.269805e-08,-9.899999999999314e-12,0.946018218994141,0.430388748645782,0.236298456788063,,4.69500017166138,0.564305365085602,0.132892116904259,0.0513066314160824,2.3336455821991
131,Cameroon,CMR,2018,41.13,-0.9699999999999989,CMR,7.5,-0.8999996185302734,0.259864268,0.26124888275,-0.003016426999999988,0.0458276286787577,0.04524510890299047,0.00027116256570729885,3.96697e-08,4.269805e-08,-4.0773e-09,,0.454,0.183,,4.975,0.535,0.182,0.043,
132,Canada,CAN,2015,24.14,,CAN,15.800000190734863,,0.170340123,0.16145109775,,0.0445035742640064,0.0450812804295613,,1.25355e-08,1.16347e-08,,1.32261,0.63297,0.45811,North America,7.427,1.32629,0.90563,0.32957,2.45176
133,Canada,CAN,2016,23.87,-0.2699999999999996,,,,0.156310697,0.16145109775,-0.014029426000000011,0.0445116540705176,0.0450812804295613,8.079806511206156e-06,1.03699e-08,1.16347e-08,-2.1655999999999992e-09,1.0961,0.5737,0.44834,North America,7.404,1.44015,0.8276,0.31329,2.70485
134,Canada,CAN,2017,23.67,-0.1999999999999993,,,,0.160487222,0.16145109775,0.004176525000000014,0.0455458693039586,0.0450812804295613,0.0010342152334409938,1.18709e-08,1.16347e-08,1.5009999999999997e-09,1.48134899139404,0.611100912094116,0.435539722442627,,7.31599998474121,1.47920441627502,0.83455765247345,0.287371516227722,2.18726444244385
135,Canada,CAN,2018,24.18,0.509999999999998,CAN,13.600000381469728,-2.199999809265135,0.158666349,0.16145109775,-0.0018208730000000006,0.0457640240797626,0.0450812804295613,0.00021815477580400255,1.17625e-08,1.16347e-08,-1.0840000000000016e-10,,0.653,0.321,,7.328,1.33,0.896,0.291,
136,Cape Verde,CPV,2015,21.31,,CPV,13.100000381469728,,,,,,,,,,,,,,,,,,,
137,Cape Verde,CPV,2016,22.09,0.7800000000000011,,,,,,,,,,,,,,,,,,,,,
138,Cape Verde,CPV,2017,22.16,0.07000000000000028,,,,,,,,,,,,,,,,,,,,,
139,Cape Verde,CPV,2018,26.1,3.9400000000000013,CPV,11.699999809265137,-1.4000005722045916,,,,,,,,,,,,,,,,,,
140,Central African Republic,CAF,2015,94.85,,,,,0.328910232,0.32846842725000003,,0.0354028768480875,0.03818426445077978,,3.66165e-08,3.4783325e-08,,0.0,0.48879,0.23835,Sub-Saharan Africa,3.678,0.0785,0.06699,0.08289,2.7223
141,Central African Republic,CAF,2016,93.84,-1.009999999999991,,,,0.33692195,0.32846842725000003,0.008011718000000001,0.0414919963101101,0.03818426445077978,0.006089119462022598,3.70977e-08,3.4783325e-08,4.812000000000004e-10,,,,,,,,,
142,Central African Republic,CAF,2017,92.98,-0.8599999999999994,,,,0.304915105,0.32846842725000003,-0.032006845000000006,0.0393042613283154,0.03818426445077978,-0.002187734981794698,3.22943e-08,3.4783325e-08,-4.803400000000002e-09,0.0,0.270842045545578,0.280876487493515,,2.69300007820129,0.0,0.0187726859003305,0.0565650761127472,2.06600475311279
143,Central African Republic,CAF,2018,92.4,-0.5799999999999983,,,,0.343126422,0.32846842725000003,0.03821131699999997,0.0365379233166061,0.03818426445077978,-0.0027663380117093003,3.31248e-08,3.4783325e-08,8.30500000000002e-10,,0.305,0.218,,3.083,0.024,0.01,0.038,
144,Chad,TCD,2015,55.27,,TCD,9.399999618530272,,0.174340665,0.18182358375000002,,0.0467694570469669,0.047464639947294926,,5.05333e-08,4.8292075e-08,,0.76062,0.23501,0.18386,Sub-Saharan Africa,3.667,0.34193,0.1501,0.05269,1.94296
145,Chad,TCD,2016,54.48,-0.7900000000000063,,,,0.19008951,0.18182358375000002,0.015748844999999984,0.0473869802795001,0.047464639947294926,0.0006175232325331959,4.9987e-08,4.8292075e-08,-5.463000000000001e-10,0.63178,0.12807,0.18667,Sub-Saharan Africa,3.763,0.42214,0.03824,0.04952,2.30637
146,Chad,TCD,2017,53.94,-0.5399999999999991,,,,0.178201191,0.18182358375000002,-0.01188831899999998,0.0480961443356707,0.047464639947294926,0.0007091640561706011,4.98512e-08,4.8292075e-08,-1.3580000000000443e-10,0.953855872154236,0.16234202682972,0.216113850474358,,3.93600010871887,0.438012987375259,0.0411347150802612,0.0535818822681904,2.07123804092407
147,Chad,TCD,2018,53.54,-0.3999999999999986,TCD,8.5,-0.8999996185302717,0.184662969,0.18182358375000002,0.006461778000000001,0.047605978127042,0.047464639947294926,-0.0004901662086286979,4.27968e-08,4.8292075e-08,-7.0544e-09,,0.189,0.181,,4.301,0.358,0.053,0.06,
148,Chile,CHL,2015,28.03,,CHL,32.900001525878906,,0.374991678,0.40230712025,,0.0486633511356152,0.0507278716501329,,3.59778e-08,3.6666775e-08,,1.12447,0.44132,0.33363,Latin America and Caribbean,6.67,1.10715,0.85857,0.12869,2.67585
149,Chile,CHL,2016,27.21,-0.8200000000000003,,,,0.408409448,0.40230712025,0.03341777000000001,0.0485862967326443,0.0507278716501329,-7.705440297089972e-05,3.69344e-08,3.6666775e-08,9.565999999999981e-10,0.90587,0.37789,0.31595,Latin America and Caribbean,6.705,1.2167,0.81883,0.11451,2.95505
150,Chile,CHL,2017,27.27,0.05999999999999872,,,,0.429742799,0.40230712025,0.021333351,0.0527030572239933,0.0507278716501329,0.004116760491349,3.88287e-08,3.6666775e-08,1.8943e-09,1.28402495384216,0.376895278692245,0.326662421226501,,6.65199995040894,1.25278460979462,0.819479703903198,0.0822879821062088,2.50958585739136
151,Chile,CHL,2018,27.09,-0.17999999999999972,CHL,29.899999618530277,-3.0000019073486293,0.396084556,0.40230712025,-0.03365824300000003,0.0529587815082788,0.0507278716501329,0.00025572428428549676,3.49262e-08,3.6666775e-08,-3.902499999999998e-09,,0.431,0.197,,6.476,1.131,0.808,0.061,
152,China,CHN,2015,76.9,,CHN,25.899999618530277,,0.704168181,0.6939877452500001,,0.0511351684213336,0.0524191108841274,,9.84089e-08,9.478845e-08,,0.94675,0.51697,0.08185,Eastern Asia,5.14,0.89012,0.81658,0.02781,1.8604
153,China,CHN,2016,74.22,-2.680000000000007,,,,0.68897673,0.6939877452500001,-0.015191450999999967,0.0507182671902742,0.0524191108841274,-0.000416901231059405,9.47336e-08,9.478845e-08,-3.675300000000001e-09,0.79381,0.44012,0.04959,Eastern Asia,5.245,1.0278,0.73561,0.02745,2.17087
154,China,CHN,2017,71.04,-3.1799999999999926,,,,0.689349448,0.6939877452500001,0.0003727179999999386,0.0536085725154933,0.0524191108841274,0.0028903053252191044,9.38321e-08,9.478845e-08,-9.015000000000031e-10,1.16083741188049,0.472787708044052,0.0288068410009146,,5.27299976348877,1.08116579055786,0.741415500640869,0.0227942746132612,1.76493859291077
155,China,CHN,2018,68.99,-2.0500000000000114,CHN,25.700000762939453,-0.19999885559082387,0.693456622,0.6939877452500001,0.004107174000000047,0.0542144354094085,0.0524191108841274,0.0006058628939151975,9.21792e-08,9.478845e-08,-1.6528999999999896e-09,,0.597,0.029,,5.246,0.989,0.799,0.103,
156,Colombia,COL,2015,32.8,,COL,9.899999618530272,,0.201712357,0.19893756299999998,,0.0373055012104483,0.03782830586708598,,2.27e-08,2.14469e-08,,1.24018,0.53466,0.18401,Latin America and Caribbean,6.477,0.91861,0.69077,0.0512,2.85737
157,Colombia,COL,2016,32.52,-0.27999999999999403,,,,0.208736403,0.19893756299999998,0.007024045999999978,0.037138298798602,0.03782830586708598,-0.0001672024118463053,2.2288e-08,2.14469e-08,-4.1200000000000065e-10,1.02169,0.44735,0.15626,Latin America and Caribbean,6.481,1.03032,0.59659,0.05399,3.17471
158,Colombia,COL,2017,32.12,-0.4000000000000057,,,,0.190770291,0.19893756299999998,-0.01796611199999998,0.0373612821889215,0.03782830586708598,0.00022298339031950193,2.03011e-08,2.14469e-08,-1.986900000000001e-09,1.4021829366684,0.477487415075302,0.149014472961426,,6.35699987411499,1.07062232494354,0.595027923583984,0.0466687418520451,2.61606812477112
159,Colombia,COL,2018,32.09,-0.02999999999999403,COL,8.800000190734863,-1.0999994277954084,0.194531201,0.19893756299999998,0.0037609099999999784,0.0395081412703721,0.03782830586708598,0.002146859081450604,2.04985e-08,2.14469e-08,1.9740000000000017e-10,,0.531,0.099,,6.26,0.96,0.635,0.039,
160,Comoros,COM,2015,41.23,,COM,23.5,,0.088524941,0.08401130975,,0.0484482668245998,0.0492661700050383,,9.22276e-09,8.402662499999999e-09,,0.79273,0.22917,0.17441,Sub-Saharan Africa,3.956,0.23906,0.36315,0.199,1.95812
161,Comoros,COM,2016,40.51,-0.7199999999999989,,,,0.083236151,0.08401130975,-0.0052887900000000015,0.0484341744151473,0.0492661700050383,-1.4092409452499954e-05,7.67498e-09,8.402662499999999e-09,-1.547780000000001e-09,0.60323,0.15412,0.1827,Sub-Saharan Africa,3.956,0.27509,0.29981,0.18437,2.25632
162,Comoros,COM,2017,39.89,-0.6199999999999974,,,,0.082614437,0.08401130975,-0.0006217139999999954,0.0497049798008559,0.0492661700050383,0.0012708053857085969,8.14168e-09,8.402662499999999e-09,4.667000000000005e-10,,,,,,,,,
163,Comoros,COM,2018,38.89,-1.0,COM,20.799999237060547,-2.700000762939453,0.08166971,0.08401130975,-0.0009447269999999924,0.0504772589795502,0.0492661700050383,0.0007722791786943031,8.57123e-09,8.402662499999999e-09,4.2955000000000003e-10,,,,,,,,,
164,Congo,COG,2015,55.22,,COG,13.5,,,,,,,,,,,,,,,,,,,
165,Congo,COG,2016,53.81,-1.4099999999999966,,,,,,,,,,,,,,,,,,,,,
166,Congo,COG,2017,52.92,-0.8900000000000006,,,,,,,,,,,,,,,,,,,,,
167,Congo,COG,2018,52.17,-0.75,COG,14.300000190734863,0.8000001907348633,,,,,,,,,,,,,,,,,,
168,Cook Islands,COK,2015,34.43,,,,,0.04947507,0.05031170125,,0.0486226674888799,0.048863430638500426,,6.02901e-09,6.4473475e-09,,,,,,,,,,
169,Cook Islands,COK,2016,33.71,-0.7199999999999989,,,,0.048104685,0.05031170125,-0.0013703850000000017,0.0465237018675908,0.048863430638500426,-0.0020989656212891047,6.55848e-09,6.4473475e-09,5.294700000000002e-10,,,,,,,,,
170,Cook Islands,COK,2017,33.44,-0.2700000000000031,,,,0.052248058,0.05031170125,0.004143372999999999,0.0495594999403484,0.048863430638500426,0.0030357980727576048,6.45694e-09,6.4473475e-09,-1.0153999999999963e-10,,,,,,,,,
171,Cook Islands,COK,2018,33.08,-0.35999999999999943,,,,0.051418992,0.05031170125,-0.0008290660000000033,0.0507478532571826,0.048863430638500426,0.001188353316834194,6.74496e-09,6.4473475e-09,2.880199999999996e-10,,,,,,,,,
172,Costa Rica,CRI,2015,26.45,,CRI,10.5,,0.121028532,0.1226666725,,0.0465289590809922,0.04686863379147808,,1.49103e-08,1.4402375e-08,,1.23788,0.63376,0.25497,Latin America and Caribbean,7.226,0.95578,0.86027,0.10583,3.17728
173,Costa Rica,CRI,2016,27.5,1.0500000000000007,,,,0.12497001,0.1226666725,0.003941478000000012,0.0458279050729286,0.04686863379147808,-0.000701054008063598,1.46438e-08,1.4402375e-08,-2.6649999999999944e-10,1.02152,0.55225,0.22553,Latin America and Caribbean,7.087,1.06879,0.76146,0.10547,3.35168
174,Costa Rica,CRI,2017,27.59,0.08999999999999986,,,,0.122972597,0.1226666725,-0.0019974130000000034,0.0465986650613293,0.04686863379147808,0.0007707599884006974,1.42536e-08,1.4402375e-08,-3.9019999999999975e-10,1.41640365123749,0.580131649971008,0.214613229036331,,7.0789999961853,1.10970628261566,0.759509265422821,0.100106589496136,2.89863920211792
175,Costa Rica,CRI,2018,27.67,0.08000000000000185,CRI,9.100000381469728,-1.3999996185302717,0.121695551,0.1226666725,-0.001277046000000004,0.0485190059506622,0.04686863379147808,0.0019203408893328985,1.38018e-08,1.4402375e-08,-4.5180000000000045e-10,,0.632,0.143,,7.072,1.01,0.817,0.101,
176,Cote d'Ivoire,CIV,2015,45.21,,CIV,11.100000381469728,,0.205875678,0.20651121075,,0.0468514247901504,0.046521102848937325,,3.72564e-08,3.3606825000000005e-08,,,,,,,,,,
177,Cote d'Ivoire,CIV,2016,43.29,-1.9200000000000017,,,,0.21359687,0.20651121075,0.007721191999999988,0.0461407315972719,0.046521102848937325,-0.0007106931928784962,3.44408e-08,3.3606825000000005e-08,-2.8156000000000017e-09,,,,,,,,,
178,Cote d'Ivoire,CIV,2017,42.16,-1.1300000000000026,,,,0.207864682,0.20651121075,-0.005732187999999999,0.046294907867528,0.046521102848937325,0.0001541762702560942,3.18791e-08,3.3606825000000005e-08,-2.561699999999997e-09,,,,,,,,,
179,Cote d'Ivoire,CIV,2018,41.62,-0.5399999999999991,CIV,9.699999809265137,-1.4000005722045916,0.198707613,0.20651121075,-0.00915706899999999,0.046797347140799,0.046521102848937325,0.0005024392732710034,3.0851e-08,3.3606825000000005e-08,-1.0280999999999998e-09,,,,,,,,,
